Ilan_Tarihi,Marka,Arac_Tip_Grubu,Arac_Tip,Model_Yil,Yakit_Turu,Vites,CCM,Beygir_Gucu,Renk,Kasa_Tipi,Kimden,Durum,Km,Fiyat,Arac_Yasi,Km_Yil
04/05/2020,Honda,Civic,1.4 i S,1998,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Füme ,Hatchback 5 Kapı,Galeriden,2. El,263000,26500,22,11954.545454545454
03/05/2020,Honda,Civic,1.6 i-VTEC Elegance,2009,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,167000,92000,11,15181.818181818182
03/05/2020,Honda,Civic,1.6 iES,1998,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Sahibinden,2. El,290000,37000,22,13181.818181818182
03/05/2020,Honda,Civic,1.6 i ES,1997,Benzin,Otomatik Vites,1601-1800 cc,101-125 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,177000,33500,23,7695.652173913043
02/05/2020,Honda,Civic,1.6 i-VTEC Premium,2014,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,45000,132000,6,7500.0
01/05/2020,Honda,CR-V,1.6 i-DTEC Premium,2013,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Diğer,Sahibinden,2. El,113000,152000,7,16142.857142857143
01/05/2020,Honda,Civic,1.6i VTEC Eco Elegance,2013,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,97000,119999,7,13857.142857142857
01/05/2020,Honda,Civic,1.6i VTEC Eco Elegance,2017,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,64500,161999,3,21500.0
30/04/2020,Honda,Civic,1.6 Premium,2009,Benzin/LPG,Düz Vites,1801-2000 cc,201-225 BG,Siyah ,Sedan,Sahibinden,2. El,183000,82500,11,16636.363636363636
28/04/2020,Honda,Civic,1.6 i-DTEC Sport,2013,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,107000,89000,7,15285.714285714286
27/04/2020,Honda,Civic,1.6 VTEC LS,2005,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,252000,54500,15,16800.0
22/04/2020,Honda,Civic,1.6i VTEC Executive,2017,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,59500,166500,3,19833.333333333332
22/04/2020,Honda,Civic,2.0 Type-R,2008,Benzin,Düz Vites,1801-2000 cc,Bilmiyorum,Gümüş Gri ,Hatchback 3 Kapı,Galeriden,2. El,50500,175000,12,4208.333333333333
19/04/2020,Honda,Civic,1.6 i-VTEC Elegance,2008,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,190000,77150,12,15833.333333333334
18/04/2020,Honda,Civic,1.6 Elegance,2007,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,270000,66500,13,20769.23076923077
18/04/2020,Honda,Jazz,1.4 Joy,2012,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,29900,89000,8,3737.5
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,49000,168750,2,24500.0
18/04/2020,Honda,Civic,1.6i VTEC Dream,2012,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,106000,81000,8,13250.0
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2011,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,198000,87500,9,22000.0
18/04/2020,Honda,Civic,1.6i VTEC Eco Premium,2014,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Bordo ,Sedan,Galeriden,2. El,120000,121500,6,20000.0
18/04/2020,Honda,CR-V,2.0i Executive,2009,Benzin/LPG,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,255000,108900,11,23181.81818181818
18/04/2020,Honda,Jazz,1.4 Fun,2009,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,129000,66950,11,11727.272727272728
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2018,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,35000,155900,2,17500.0
18/04/2020,Honda,HR-V,4WD,2005,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Arazi Aracı,Galeriden,2. El,171000,65900,15,11400.0
18/04/2020,Honda,Civic,1.6i VTEC Eco Executive,2016,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,31000,168000,4,7750.0
18/04/2020,Honda,Civic,1.6 VTEC LS,2004,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,270000,48900,16,16875.0
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2016,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,38000,156900,4,9500.0
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2015,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,98000,134750,5,19600.0
18/04/2020,Honda,CR-V,1.6 i-DTEC Premium,2014,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Bordo ,Arazi Aracı,Galeriden,2. El,40000,176500,6,6666.666666666667
18/04/2020,Honda,Diğer,Diğer,2018,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,16300,212000,2,8150.0
18/04/2020,Honda,Civic,1.4 1.4i,1998,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Yeşil ,Sedan,Galeriden,2. El,146000,45750,22,6636.363636363636
18/04/2020,Honda,Civic,1.6i VTEC Dream,2006,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,206000,72500,14,14714.285714285714
18/04/2020,Honda,Civic,1.6 i ES,2000,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Şampanya ,Sedan,Galeriden,2. El,330000,41500,20,16500.0
18/04/2020,Honda,Civic,1.8 Sport,2007,Benzin/LPG,Otomatik Vites,1601-1800 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,130000,72500,13,10000.0
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2014,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,102000,129500,6,17000.0
18/04/2020,Honda,Civic,1.6i VTEC Eco Premium,2013,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,90000,129000,7,12857.142857142857
18/04/2020,Honda,Diğer,Diğer,1979,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Bordo ,Diğer,Galeriden,2. El,160000,52900,41,3902.439024390244
18/04/2020,Honda,Civic,1.5 RS,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,23000,181500,2,11500.0
18/04/2020,Honda,Civic,1.4 1.4i,2000,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,299000,38500,20,14950.0
18/04/2020,Honda,Legend,3.5,1997,Benzin/LPG,Otomatik Vites,3001-3500 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,284000,48750,23,12347.826086956522
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2019,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,7350,182000,1,7350.0
18/04/2020,Honda,CR-V,2.0i Executive,2007,Benzin,Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,72000,147500,13,5538.461538461538
18/04/2020,Honda,Jazz,1.4 Fun,2009,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,138000,85000,11,12545.454545454546
18/04/2020,Honda,Civic,1.6i VTEC Dream,2016,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,87000,98500,4,21750.0
18/04/2020,Honda,Jazz,1.4 ES,2002,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,298500,39900,18,16583.333333333332
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2013,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,339544,99900,7,48506.28571428572
18/04/2020,Honda,CR-V,1.6 i-DTEC Executive,2015,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,78000,229900,5,15600.0
18/04/2020,Honda,Civic,1.6i VTEC Eco Executive,2020,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,3500,205000,0,3500.0
18/04/2020,Honda,Accord,2.0 Executive,2007,Benzin/LPG,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,300000,72900,13,23076.923076923078
18/04/2020,Honda,Civic,1.6 i ES,2002,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,225000,43250,18,12500.0
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2016,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,77000,155000,4,19250.0
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2012,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,153000,115000,8,19125.0
18/04/2020,Honda,Civic,1.5 EX,1994,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,217000,27000,26,8346.153846153846
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2008,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,135000,86250,12,11250.0
18/04/2020,Honda,Civic,1.6i VTEC Dream,2009,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,146500,79000,11,13318.181818181818
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2011,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,174000,83250,9,19333.333333333332
18/04/2020,Honda,Jazz,1.4 ES,2005,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,130000,69999,15,8666.666666666666
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2014,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,100000,118000,6,16666.666666666668
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2011,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,139800,88000,9,15533.333333333334
18/04/2020,Honda,CR-V,1.6 i-DTEC Premium,2016,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,103000,202000,4,25750.0
18/04/2020,Honda,Civic,1.5 RS,2017,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Sedan,Galeriden,2. El,30000,149000,3,10000.0
18/04/2020,Honda,CR-V,Diğer,2016,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,115000,233000,4,28750.0
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2010,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,137000,84900,10,13700.0
18/04/2020,Honda,Civic,1.6 i ES,2000,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Gümüş Gri ,Sedan,Galeriden,2. El,295000,42500,20,14750.0
18/04/2020,Honda,Civic,1.5i VTEC Sport Plus,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,36000,190750,2,18000.0
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2007,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,235000,76000,13,18076.923076923078
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2018,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,22000,168000,2,11000.0
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,23616,158500,4,5904.0
18/04/2020,Honda,Civic,1.6 VTEC LS,2002,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Kahverengi ,Sedan,Galeriden,2. El,281512,52000,18,15639.555555555555
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2014,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,144000,140000,6,24000.0
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2007,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,272000,73000,13,20923.076923076922
18/04/2020,Honda,HR-V,1.5 i-VTEC Executive,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,4000,215900,2,2000.0
18/04/2020,Honda,Diğer,Diğer,2018,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,63000,171500,2,31500.0
18/04/2020,Honda,CR-V,1.6 i-DTEC Executive,2015,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,85000,228900,5,17000.0
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2016,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,100700,119750,4,25175.0
18/04/2020,Honda,Accord,2.0 EX,1991,Benzin/LPG,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,321000,32500,29,11068.965517241379
18/04/2020,Honda,Civic,1.6i VTEC Eco Premium,2012,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,159000,91900,8,19875.0
18/04/2020,Honda,Civic,1.6i VTEC Dream,2012,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,135000,93000,8,16875.0
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2016,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,93926,134000,4,23481.5
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2015,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,53000,109000,5,10600.0
18/04/2020,Honda,Civic,1.6i VTEC Dream,2010,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,220000,79000,10,22000.0
18/04/2020,Honda,Accord,2.4 Executive,2003,Benzin/LPG,Yarı Otomatik Vites,2001-2500 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,289000,62750,17,17000.0
18/04/2020,Honda,HR-V,1.5 i-VTEC Elegance,2016,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Arazi Aracı,Galeriden,2. El,4000,162500,4,1000.0
18/04/2020,Honda,CR-V,2.0i ES,2000,Benzin/LPG,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gümüş Gri ,Arazi Aracı,Galeriden,2. El,130000,87500,20,6500.0
18/04/2020,Honda,Civic,1.6i VTEC Elegance,2008,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,125000,85750,12,10416.666666666666
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2012,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,233000,92500,8,29125.0
18/04/2020,Honda,Diğer,Diğer,2019,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,1750,219500,1,1750.0
18/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2014,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,99200,121999,6,16533.333333333332
17/04/2020,Honda,Civic,1.5 EL,1994,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Bordo ,Sedan,Galeriden,2. El,210000,27250,26,8076.923076923077
17/04/2020,Honda,Civic,1.6i VTEC Elegance,2008,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,298000,66750,12,24833.333333333332
17/04/2020,Honda,Civic,1.6i VTEC Eco Executive,2018,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,72000,170000,2,36000.0
17/04/2020,Honda,CR-V,2.0i Elegance,2010,Benzin/LPG,Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,176000,126500,10,17600.0
17/04/2020,Honda,Civic,1.6i VTEC Elegance,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,62000,168500,2,31000.0
17/04/2020,Honda,Jazz,1.4 LS,2004,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,140000,61250,16,8750.0
17/04/2020,Honda,Jazz,1.4 Fun,2009,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,77000,92750,11,7000.0
17/04/2020,Honda,Civic,1.6i VTEC Eco Executive,2017,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,24000,169900,3,8000.0
17/04/2020,Honda,Civic,1.6i VTEC Elegance,2009,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Bej ,Sedan,Galeriden,2. El,124000,91750,11,11272.727272727272
17/04/2020,Honda,Jazz,1.3 Elegance,2019,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,0 km,0,162000,1,0.0
17/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,51000,175000,2,25500.0
17/04/2020,Honda,City,1.4 Elite,2006,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Şampanya ,Sedan,Galeriden,2. El,93000,66000,14,6642.857142857143
17/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2014,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,73000,138750,6,12166.666666666666
17/04/2020,Honda,Civic,1.5i VTEC Sport Plus,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,20000,197000,2,10000.0
17/04/2020,Honda,Civic,1.5i VTEC Sport Plus,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,59000,193000,2,29500.0
17/04/2020,Honda,CR-V,1.6 i-DTEC Executive,2015,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,105000,220000,5,21000.0
17/04/2020,Honda,CR-V,Diğer,2016,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,102500,250000,4,25625.0
17/04/2020,Honda,Diğer,Diğer,2019,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,17000,220000,1,17000.0
17/04/2020,Honda,Civic,1.6i VTEC Elegance,2015,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,59800,121500,5,11960.0
17/04/2020,Honda,Civic,1.6i VTEC Elegance,2016,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,136900,4,25000.0
17/04/2020,Honda,CR-V,1.6 i-DTEC Executive,2017,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,81000,250000,3,27000.0
17/04/2020,Honda,CR-V,1.6 i-DTEC Executive,2017,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,138000,239500,3,46000.0
17/04/2020,Honda,Civic,1.6i VTEC Elegance,2013,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,112000,104950,7,16000.0
17/04/2020,Honda,Civic,1.6 VTEC ES,2002,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,295000,35750,18,16388.88888888889
17/04/2020,Honda,Civic,1.6i VTEC Elegance,2020,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,10,195750,0,10.0
17/04/2020,Honda,Civic,1.6 VTEC ES,2005,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Bej ,Sedan,Galeriden,2. El,173000,83750,15,11533.333333333334
17/04/2020,Honda,Civic,1.6 i ES,2000,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,295000,45500,20,14750.0
17/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2018,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,21000,177000,2,10500.0
17/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2013,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,96444,119999,7,13777.714285714286
17/04/2020,Honda,Civic,1.6 i-VTEC LS,2003,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Bal Rengi ,Sedan,Sahibinden,2. El,250000,46500,17,14705.882352941177
16/04/2020,Honda,Civic,1.6 i-VTEC Premium,2014,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,68750,119000,6,11458.333333333334
16/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2013,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,101000,125500,7,14428.57142857143
15/04/2020,Honda,CR-V,1.6 i-DTEC Elegance,2015,Dizel,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Arazi Aracı,Sahibinden,2. El,138000,179000,5,27600.0
15/04/2020,Honda,Civic,1.6 i LS,2004,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,137000,89800,16,8562.5
13/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2014,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,109000,111000,6,18166.666666666668
13/04/2020,Honda,City,1.4 Comfort,2007,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Füme ,Sedan,Sahibinden,2. El,120000,50250,13,9230.76923076923
13/04/2020,Honda,Civic,-,1999,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,250000,38000,21,11904.761904761905
12/04/2020,Honda,Civic,1.6 i LS,1996,Benzin/LPG,Otomatik Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Sahibinden,2. El,193800,28500,24,8075.0
08/04/2020,Honda,Civic,1.6 i-VTEC Elegance,2011,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,160000,108000,9,17777.777777777777
07/04/2020,Honda,Civic,1.6 i-VTEC Elegance,2011,Benzin/LPG,Otomatik Vites,1301-1600 cc,126-150 BG,Siyah ,Sedan,Sahibinden,2. El,120000,104000,9,13333.333333333334
07/04/2020,Honda,Civic,1.6 i-VTEC Executive,2017,Benzin/LPG,Otomatik Vites,1601-1800 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,39000,183500,3,13000.0
06/04/2020,Honda,Civic,1.6i VTEC Eco Elegance,2012,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,170000,110000,8,21250.0
04/04/2020,Honda,Civic,1.6 i-VTEC Premium,2010,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,102800,90000,10,10280.0
03/04/2020,Honda,Civic,1.6 i ES,2000,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,225000,47000,20,11250.0
02/04/2020,Honda,Civic,1.6 i-VTEC LS,2003,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Lacivert ,Sedan,Sahibinden,2. El,228000,70000,17,13411.764705882353
29/03/2020,Honda,Civic,1.5i VTEC RS,2018,Benzin,Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Sahibinden,2. El,45000,182000,2,22500.0
28/03/2020,Honda,Civic,1.6 i-VTEC Elegance,2015,Benzin/LPG,Otomatik Vites,1601-1800 cc,126-150 BG,Beyaz ,Sedan,Sahibinden,2. El,99000,160000,5,19800.0
27/03/2020,Honda,Civic,1.6 i-VTEC Elegance,2013,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,73000,130000,7,10428.57142857143
